date,holiday,sinhour,coshour,sindow,cosdow,sindate,cosdate,T_ctrl,T_stp_cool,T_stp_heat,Humidity,compCool1,compCool2,fan,Thermostat_Motion,T_out,RH_out,Thermostat_Temperature
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,71,78,69,64,0,0,0,0,83,51,70
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,71,78,69,63,0,0,0,0,83,51,70
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,71,78,69,63,0,0,0,0,83,51,70
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,71,78,69,65,0,0,0,0,83,51,68
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,71,78,69,68,0,0,0,0,83,51,67
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,71,78,69,69,0,0,0,0,83,50,67
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,71,78,69,71,0,0,0,0,83,50,67
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,71,78,69,71,0,0,0,0,83,50,67
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,71,78,69,72,0,0,0,0,83,50,67
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,71,78,69,72,0,0,0,0,83,50,67
8/7/17,0,1.22E-16,-1,0,1,0.988468324,0.151427778,72,78,69,72,0,0,0,0,83,50,67
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,72,0,0,0,0,84,50,67
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,73,0,0,0,0,84,50,67
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,73,0,0,0,0,84,50,67
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,74,0,0,0,0,84,50,68
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,74,0,0,0,0,84,50,68
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,74,0,0,0,0,84,50,68
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,73,0,0,0,0,87,46,68
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,74,0,0,0,0,87,46,68
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,75,0,0,0,0,87,46,68
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,75,0,0,0,0,87,46,68
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,72,78,69,74,0,0,0,0,87,46,68
8/7/17,0,-0.258819045,-0.965925826,0,1,0.988468324,0.151427778,73,78,69,73,0,0,0,0,87,46,68
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,73,81,66,74,0,0,0,0,88,46,68
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,73,85,64,75,0,0,0,0,88,46,68
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,73,85,64,75,0,0,0,0,88,46,68
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,73,85,64,75,0,0,0,0,88,46,68
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,73,85,64,74,0,0,0,0,88,46,69
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,73,85,64,74,0,0,0,0,88,46,69
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,74,85,64,74,0,0,0,0,89,41,69
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,75,85,64,74,0,0,0,0,89,41,69
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,75,85,64,73,0,0,0,0,89,41,69
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,75,85,64,73,0,0,0,0,89,41,69
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,75,85,64,73,0,0,0,0,89,41,69
8/7/17,0,-0.5,-0.866025404,0,1,0.988468324,0.151427778,75,85,64,74,0,0,0,0,89,41,69
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,75,85,64,73,0,0,0,0,90,41,69
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,74,0,0,0,0,90,41,69
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,75,85,64,73,0,0,0,0,90,41,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,75,85,64,73,0,0,0,0,90,41,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,73,0,0,0,0,90,41,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,73,0,0,0,0,90,41,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,76,85,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.707106781,-0.707106781,0,1,0.988468324,0.151427778,75,84,64,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,71
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,72,0,0,0,0,89,40,71
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,71,0,0,0,0,89,40,71
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,75,78,69,71,0,0,0,1,89,40,70
8/7/17,0,-0.866025404,-0.5,0,1,0.988468324,0.151427778,74,78,69,71,0,0,0,1,89,40,70
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,75,78,69,71,0,0,0,0,90,36,71
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,75,78,69,71,0,0,0,0,90,36,71
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,75,78,69,70,0,0,0,0,90,36,71
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,75,78,69,71,0,0,0,0,90,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,75,78,69,69,0,0,0,0,90,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,0,90,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,0,89,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,1,89,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,1,89,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,69,0,0,0,0,89,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,0,89,36,72
8/7/17,0,-0.965925826,-0.258819045,0,1,0.988468324,0.151427778,76,78,69,68,0,0,0,0,89,36,72
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,76,78,69,69,0,0,0,0,89,36,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,76,78,69,69,0,0,0,1,89,36,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,76,78,69,69,0,0,0,0,89,36,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,69,0,0,0,0,89,36,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,68,0,0,0,0,89,36,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,70,0,0,0,0,89,36,72
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,71,0,0,0,0,88,39,72
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,71,0,0,0,0,88,39,72
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,71,0,0,0,0,88,39,72
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,71,0,0,0,0,88,39,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,77,78,69,70,0,0,0,0,88,39,73
8/7/17,0,-1,-1.84E-16,0,1,0.988468324,0.151427778,78,78,69,70,0,0,0,1,88,39,73
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,77,76,71,70,135,0,135,1,87,39,73
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,77,75,75,71,300,0,300,0,87,39,71
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,71,300,135,300,1,87,39,70
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,70,300,300,300,0,87,39,70
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,66,300,300,300,0,87,39,73
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,60,300,300,300,1,87,39,74
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,75,75,75,60,105,105,150,1,85,36,71
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,74,75,75,63,0,0,0,1,85,36,71
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,75,75,75,63,165,0,165,1,85,36,72
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,61,300,0,300,1,85,36,74
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,58,300,165,300,0,85,36,74
8/7/17,0,-0.965925826,0.258819045,0,1,0.988468324,0.151427778,76,75,75,57,300,300,300,1,85,36,74
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,75,75,75,55,300,300,300,1,83,36,74
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,75,75,75,53,300,300,300,1,83,36,74
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,74,75,75,51,60,60,105,0,83,36,73
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,74,75,75,55,0,0,0,0,83,36,73
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,75,75,75,56,0,0,0,1,83,36,73
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,75,75,75,56,225,0,225,1,83,36,74
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,75,75,75,58,300,0,300,1,80,43,74
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,75,75,75,58,300,0,300,0,80,43,74
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,75,75,75,56,240,0,285,1,80,43,74
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,74,75,75,55,0,0,0,1,80,43,74
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,74,75,75,55,0,0,0,1,80,43,73
8/7/17,0,-0.866025404,0.5,0,1,0.988468324,0.151427778,74,75,75,56,0,0,0,1,80,43,72
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,75,74,72,60,135,0,135,0,80,43,72
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,75,74,70,62,300,0,300,1,80,43,74
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,75,74,70,60,300,135,300,1,80,43,76
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,75,74,70,59,300,300,300,0,80,43,76
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,75,74,70,58,300,300,300,0,80,43,76
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,74,73,69,58,300,300,300,1,80,43,76
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,74,69,66,59,300,300,300,1,77,59,76
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,73,69,66,59,300,300,300,1,77,59,75
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,73,69,66,59,300,300,300,0,77,59,75
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,73,69,66,59,300,300,300,0,77,59,75
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,73,69,66,59,300,300,300,0,77,59,74
8/7/17,0,-0.707106781,0.707106781,0,1,0.988468324,0.151427778,72,69,66,58,300,300,300,1,77,59,74
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,72,69,66,59,300,300,300,1,74,59,73
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,72,69,66,58,300,300,300,0,74,59,73
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,72,69,66,58,300,300,300,0,74,59,73
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,72,69,66,58,300,300,300,0,74,59,73
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,72,69,66,58,300,300,300,1,74,59,73
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,71,69,66,57,300,300,300,1,74,59,72
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,71,69,66,57,300,300,300,0,77,52,72
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,71,69,66,57,300,300,300,0,77,52,72
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,71,69,66,57,300,300,300,1,77,52,72
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,70,69,66,57,300,300,300,0,77,52,72
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,70,69,66,57,300,300,300,0,77,52,72
8/7/17,0,-0.5,0.866025404,0,1,0.988468324,0.151427778,70,69,66,57,300,300,300,0,77,52,72
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,70,69,66,57,300,300,300,0,74,52,71
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,70,69,66,57,300,300,300,0,74,52,71
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,70,69,66,57,300,300,300,0,74,52,71
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,70,69,66,57,300,300,300,0,74,52,71
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,70,69,66,56,300,300,300,0,74,52,71
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,70,69,66,56,300,300,300,0,74,52,71
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,69,69,66,56,300,300,300,0,71,68,71
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,69,69,66,55,300,300,300,1,71,68,70
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,69,69,66,56,300,300,300,0,71,68,70
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,68,69,66,52,60,60,105,0,71,68,70
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,68,69,66,51,0,0,0,0,71,68,68
8/7/17,0,-0.258819045,0.965925826,0,1,0.988468324,0.151427778,68,69,66,56,0,0,0,0,71,68,68
